,label,title,text
27549,4,A Game Boy for $200?,A preview page at Walmart.com reveals expected pricing and availability for Nintendo's DS handheld game player.
56474,3,Mind the gap - time is running out,"Increased life expectancy, higher taxes, falling investment returns and Government tinkering have all contributed to the mess our pensions system is in today."
57235,4,Cisco continues to court small business,Networking giant launches new program for resellers targeting small and midsize customers.
50725,2,Sanderson Takes Coaching Job at Iowa Sta (AP),"AP - Olympic gold medalist Cael Sanderson was hired as an assistant wrestling coach at Iowa State, where he went 159-0 while winning four NCAA championships."
59028,2,Astros don 't bank on recent success vs. Cards,ST. LOUIS - Houston was the only team to win a regular-season series from the St. Louis Cardinals. The Astros also are in position to become the third consecutive National League wild-card team to advance to the World Series.
50515,4,"I 've had spyware but never a virus, Bill Gates says","MICROSOFT SUPREMO Bill Gates has astounded IT hacks by telling them that he has never had a computer virus. We assume that he doesn 't open his own emails, or is not actually connected to the Internet, but "
30607,2,It's time to cut to Chase at NHIS,"Sunday's Sylvania 300 at New Hampshire International Speedway (TNT, green flag shortly after 1 p.m.) is going to take some serious 'splainin, especially for those who fall into the category of casual NASCAR viewers."
97888,2,McNair to start; Titans without Brown against Jags,"Jacksonville, FL (Sports Network) - The Tennessee Titans will have Steve McNair back at quarterback for Sunday 's game against Jacksonville, but running back Chris Brown was inactive because of a turf toe injury."
36341,3,"Pay Now, Learn Later (Forbes.com)","Forbes.com - By now you probably know that earnings of Section 529 college savings accounts are free of federal tax if used for higher education. But taxes are only part of the problem. What if your investments tank? Just ask Laurence and Margo Williams of Alexandria, Va. In 2000 they put  $45,000 into the Virginia Education Savings Trust to open accounts for daughters Lea, now 5, and Anne, now 3. Since then their investment has shrunk 5 while the average private college tuition has climbed 18 to  $18,300."
44916,4,SpaceShipOne Rolls Toward Victory,"Despite a spectacular series of unplanned barrel rolls, SpaceShipOne completes the first of two compulsory flights that could net its developers the $10 million Ansari X Prize. Dan Brekke reports from Mojave, California."
41017,3,Sony gets top cast in MGM $US3bn show,"Sony is hiring some big guns to capture movie giant Metro-Goldwyn-Mayer. Photo: AP. Unlike the old days, Sony is seeking outside support in its tilt at MGM, writes William Pesek."
57249,2,Ventura Hangs Up Spikes, LOS ANGELES (Sports Network) - Los Angeles Dodgers third  baseman Robin Ventura has decided to call it quits following a  16-year Major League Baseball career.
87482,2,Fighters Look to Separate Themselves From Crowd,"Since Lennox Lewis 's retirement, the heavyweight division has been knocked for having more quantity than quality. Eight heavyweights on Saturday night 's card at Madison Square Garden hope to change that perception, at least for one night."
37353,3,TV deal sends Martha Stewart Living shares soaring,NEW YORK - Shares of Martha Stewart Living Omnimedia jumped to a two-year high Thursday on word that she has signed a TV deal with the producer of Survivor.
84910,2,Robben says Chelsea can handle pressure,Chelsea 's Arjen Robben says the Blues can handle the pressure of being on top of the Premier League. The club is two points ahead of Arsenal after beating Everton 1-0 Saturday on Robben 's 72nd-minute goal.
100737,1,U.S. and 7 Countries Weigh New Findings on Arctic Climate,The nations expressed concern about climate change but did not agree on a common strategy for curbing emissions.
19305,3,"Police: Shooting in Detroit leaves 2 men dead, 1 wounded","Two people were in custody Sunday following a shootout between two groups of people that left two men dead and a third man wounded, police said Sunday."
92160,4,The Word on the Next iPod: Flash,"Apple (AAPL ) CEO Steve Jobs has always approached his job with the zeal and showmanship of a populist politician. Jobs has another attribute common to the political classes, namely that even when he says  ""never, "" you can never really be sure."
89379,3,Briefs: BSkyB exceeds expectations,"British Sky Broadcasting, the pay-TV station that is partially owned by Rupert Murdoch 's News Corp. and run by his son James, said Friday that it added 62,000 subscribers in the three months ended Sept."
81291,3,American Airlines Says More Job Cuts Arriving,"FORT WORTH, Texas -- American Airlines says more job cuts are on the way after the airline had already planned about 1,000 layoffs."
29205,2,Expos' Former Limited Partners Seek Block (AP),AP - Lawyers for the former limited partners of the Montreal Expos plan to ask a federal judge to block major league baseball from moving the team.
97974,1,Sudanese cabinet welcomes UN resolution on Sudan,"The Sudanese government welcomed Sunday the UN Security Council 's resolution on Sudan. Sudanese Foreign Minister Mustafa Ismail said the Sudanese cabinet  ""considered the resolution "
36727,3,Mark Burnett to Martha 's rescue,Stewart strikes a deal with the creator of  'Survivor ' and  'The Apprentice ' to develop new TV series. NEW YORK (CNN/Money) - Martha Stewart Living Omnimedia Inc.
88831,4,Wells to allow online transfers to other account holders (SiliconValley.com),"SiliconValley.com - In the latest sign that Americans are taking more of their finances online, Wells Fargo on Monday will start allowing its customers to transfer up to  $1,500 a day to another Wells Fargo account holder at no charge."
49556,3,Peoplesoft Revenues To Beat Expectations,"PeopleSoft says its quarterly revenues will beat analyst expectations, thanks to an increase in the number of orders of more than $1 million."
13009,2,Janics claims Kayak double gold for Hungary to deny Fischer,"ATHENS : Natasa Janics of Hungary captured the women 's K1 500m kayak gold medal, then teamed up with Katalin Kovacs to win the K2 500m and deny Birgit Fischer a record-equalling ninth career Olympic gold."
57391,1,Slain Police Officers Buried in Haiti (AP),AP - Hundreds of wailing mourners gathered to bury five slain police officers Monday as gunfire crackled around the capital where clashes between supporters of the U.S.-backed government and ousted President Jean-Bertrand Aristide have plagued peacekeepers.
70477,4,Newsom Gives First State of the City Address,"In his first State of the City speech, San Francisco Mayor Gavin Newsom said it was time to move forward.  ""I did not run for mayor to lead a city in retreat, "" he said."
118273,1,Cuban M.D. Staying at Argentine Embassy,"A prominent Cuban doctor who was denied permission to travel to Buenos Aires to visit relatives was staying at the Argentine Embassy on Thursday, but her son said she does plan to seek asylum in a case that has raised tensions between the two nations."
114354,4,WENDLER MAY HAVE SOME LSU COMPETITION,Southern Illinois University Carbondale Chancellor Walter Wendler may see some tough competition if he interviews for the chancellor position at Louisiana State University.
37055,4,Cisco 's New Offerings Enhance SAN Extensions,Companies that need to move storage data over long distances quickly and securely now have more options with the introduction of the MDS 9000 Multiprotocol Services Module and 9216i fabric switch from Cisco Systems Inc.
56703,4,Home Office in frame over FBI's London server seizures,Blunkett had final say on legality of request
55094,1,Blair and Paisley in Crisis Talks,Democratic Unionist leader the Rev Ian Paisley and Prime Minister Tony Blair will hold make-or-break talks today on a deal to revive power sharing at Stormont.
23777,3,Software Stocks Bounce After Oracle Ruling,Software stocks rose on Friday on speculation there may be more mergers in the industry after a US judge allowed Oracle Corp. to proceed with its takeover of rival PeopleSoft Inc.
3628,2,Moments of unforgettable Olympics,"Paul Hamm of the USA celebrates with his coach after scoring a 9.837 in the horizontal bar to claim victory in the men 's artistic gymnastics individual competition on August 18, 2004, during the Athens 2004 Summer Olympic Games at the Olympic Sports ..."
51187,2,Clemens Is Still Swinging and Pitching With Intensity,"That 's what Jaret Wright, the Braves ' starting pitcher today, wanted to know about Roger Clemens in his improbable career extension with the Astros."
57424,2,Glazer Getting Serious Despite Fans Opposition,"American multi-millionaire Malcolm Glazer is set to intensify his campaign to gain control of Manchester United. The sports club tycoon could be about to launch a formal takeover bid this week, despite staunch opposition from United fans."
96373,2,Wolverines should ride Hart and hope to establish early lead,It was tailback Chris Perry 's 15-yard touchdown run in the final quarter last year that clinched Michigan 's victory over Ohio State and helped send the Wolverines to the Rose Bowl.
46552,4,Sun Serves Strongest Java Flavor Ever Released,"Sun Microsystems today released Java 2 Platform Standard Edition J2SE 5.0, code named project Tiger. Version 6.0 of the programming framework, codenamed Mustang, has entered the development stage and is expected "
118864,4,Governor keeps dirty video games away from minors,"Gov. Rod Blagojevich has taken an aggressive stand on exposure of Illinoiss minors to violent and sexually explicit video games, by proposing a ban on the sale of the video games."
44101,4,IBM spices up corporate search,"com September 29, 2004, 12:45 PM PT. This fourth priority 's main focus has been improving or obtaining CRM and ERP software for the past year and a half."
81007,2,Heat coast to easy win over Nets,"EAST RUTHERFORD, New Jersey (Ticker) -- While Shaquille O 'Neal was not at full strength in his debut for the Miami Heat, the New Jersey Nets already are looking pretty sick."
8500,3, 'Seattle Times ' writer admits plagiarism,A business columnist at the Seattle Times in the United States has resigned after admitting he copied the work of other journalists.
80163,3,Latest back-tax bill raises Yukos debt to 9bn,"Yukos shares plunged 18 on the Russian exchange yesterday after reports that the oil firm has been hit with another back-tax bill, bringing its total debt to $17bn (9."
61971,1,Heinz Kerry Reports Nearly  $2.3M in 2003 (AP),"AP - Teresa Heinz Kerry made nearly  $2.3 million in 2003 and had a federal and state tax bill of close to  $800,000, according to tax forms filed Friday."
99305,2,Liverpool bank on Gerrard to provide winning return,"THE previous time that Steven Gerrard was in Monaco, it was three years ago as the tyro at the heart of a Liverpool team contesting the European Super Cup final, which would yield his fifth winners medal in a heady six-month period."
64008,4,Halo 2 Code Leaked to Internet,"The Internet leak of Halo 2, the latest installment of Microsoft 's best-selling Xbox video game, is not expected to affect its release, planned for November 9th."
37628,4,"Qualcomm licenses Microsoft audio, video codecs","WAYNE, NJ - Qualcomm has inked a licensing agreement with Microsoft, under which Qualcomm will integrate Microsoft 's Windows Media Audio and Video codecs into its Qtv video decoder solution."
66966,1,Australian PM to crackdown on unions (AFP),"AFP - Australian Prime Minister John Howard has vowed to use his government's expanded control over parliament to push through industrial relations, laws which unions said would be the most restrictive in the western world."
61368,1,Cheneys Mad After Kerry Mentions Daughter,"WASHINGTON - Mary Cheney typically works quietly behind the scenes on her father's vice presidential campaign, but she was dragged front-and-center after John Kerry noted that she is a lesbian during his debate with President Bush.    Her parents were furious at Kerry..."
4437,3,Judges rule file-sharing software legal,update A federal appeals court has upheld a controversial court decision that said file-sharing software programs such as Grokster or Morpheus are legal. 
46161,4,Koalas to get contraceptives,KOALA bears are to be implanted with contraceptives to keep their numbers down and stop them munching the landscape bare at an Australian national park.
118597,2,A 's Trade Pitcher Tim Hudson To Atlanta Braves,"Gone from the 2004 East Division winning Braves are Jaret Wright, Paul Byrd, and Russ Ortiz. The voids have been filled with a couple of former 20-game winners."
108097,3,Brown defends budget optimism,British Chancellor Gordon Brown has denied he was overly optimistic about the state of the British economy in Thursday 's pre-budget report.
108944,2,Local manager weighs in on steroid use,"By the numbers. By Elia Powers. With recent reports stemming from grand jury testimony that link major league baseball sluggers Jason Giambi and Barry Bonds to past steroid use, discussion of the sports tainted image resurfaced this week."
24918,1,Indonesia police re-enact Jakarta bombing,"Indonesia police have re-enacted fragments of the suicide bombing that killed nine people in front of the Australian embassy in Jakarta three days ago, displaying the position where a mini-van exploded at the scene."
58106,4,Third Time 's A Charm,"NEW YORK - Finally, there is some good news for Microsoft in its struggle to gain a foothold in the living room. The third try is always the charm when Microsoft (nasdaq: MSFT - news - people ) takes a run at a new market."
61426,2,Langer Holds Off Singh to Advance in World Match Play Golf,"Bernhard Langer, who captained Europe 's Ryder Cup team to last month 's surprise victory against the US, eliminated world No."
17108,1,Japan May Help North Korean Refugees Leave China,The fate of 29 North Koreans remains unclear after they penetrated a Japanese school in Beijing Wednesday. Japanese officials on Thursday indicated they might help the asylum seekers go to a third country.
112456,4,"Blu-Ray or HD DVD? Both, Says Thomson"," ""The problem is that we 're getting into another round of format wars and until it shakes out, consumers are not likely to buy much of anything, "" Michael Gartenberg, research director at Jupiter Media, told TechNewsWorld."
104068,4,"Microsoft upgrade knocks out 80,000 government PCs","Some 80,000 computers at the Department for Work and Pensions went down during  'a routine software upgrade ' of its Microsoft machines this week."
86240,3,TechBrief: States can 't regulate Net phones,US regulators ruled Tuesday that providers of Internet-based telephone call services fall under the jurisdiction of the federal government and cannot be regulated by states.
26492,1,Three dead in Israeli air strike in West Bank,"JERUSALEM -- An Israeli helicopter fired a missile at a car in the West Bank town of Jenin on Monday, killing three people, including a militant leader, Palestinian security officials said."
31397,4,Genesis Recovery is Going Well,"Summary - (Sep 17, 2004) After its crash landing, NASA scientists weren 't too hopeful that they 'd turn up much science in the wreckage of Genesis ' sample capsule, but the results so far have been a pleasant surprise."
93909,4,Pulp Fiction writer sues Microsoft,"Pulp Fiction co-writer Roger Avary is suing Microsoft, accusing the software giant of stealing his idea for a virtual yoga studio."
12620,4,Microsoft Sets 2006 Target for Next Windows Version," SEATTLE (Reuters) - Microsoft Corp. <A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news"">MSFT.O</A> said on Friday  it will ship the next version of Windows in 2006, but  scaled  back plans to include a new system for finding and storing  information in its flagship operating system."
68678,3,"Nextel's Profit Rises, Ups Outlook"," NEW YORK (Reuters) - Nextel Communications Inc., the sixth  largest U.S. mobile company, on Friday said its third-quarter  profit rose amid strong customer growth and it raised its  earnings forecast for the full year."
16537,4,Linux seller completes name change,The Linux specialist formerly known as Lindows announces that it has completed its name change to Linspire.
8147,1,Suspected mercenaries on trial in Equatorial Guinea,"A trial is underway for 14 suspected mercenaries accused of plotting to topple the Government of Equatorial Guinea, an oil-rich country in west Africa."
92902,3,Borders Posts 3rd-Quarter Loss Vs Yr. Ago,"No 2. US book retailer Borders Group Inc. (BGP.N: Quote, Profile, Research) on Tuesday posted a quarterly loss versus a year-ago profit, hurt by sluggish store traffic and a slowdown in sales of bestsellers."
83063,2,Military Snipers Learn From Competition (AP),"AP - Corp. Eugenio Mendoza, a young veteran of the Iraq war, had to carry his buddy for 50 yards, scale an 8-foot wall and crawl through a water-logged tunnel at the 4th International Sniper Competition, where the challenges are designed to simulate combat scenarios in Afghanistan and Iraq."
28560,3,Delta pilots agree to talk on retirements,Delta Air Lines ' pilot union has agreed to negotiate the early retirement issue that the company says could lead it into bankruptcy if it is not settled by the end of this month.
54232,1,Afghan security forces on alert ahead of landmark election,"KABUL, Afghanistan More than 100-thousand Afghan and foreign security forces are on high alert the day before the country 's first direct presidential election."
30234,2,Bryant Asked Police About Possible Payoff,"Kobe Bryant told police he stopped when his alleged victim said ""no"" and wondered if she would accept money to recant a claim that could damage his reputation."
67915,4,Ancient Baby Bird Fossil Found in China,"The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell."
7502,3,Stocks Post Early Gains As Oil Is Steady,Stocks are posting some early gains this morning. The Dow Jones Industrial Average is up 10 points in today 's early going. Advancing issues on the New York Stock Exchange hold a 4-3 lead over decliners.
33175,3,Mortgage lending growth slows,"Mortgage lending rose at its weakest monthly pace in two years in August and loan approvals for house purchase fell again, showing further evidence the once-booming property market has turned."
90990,3,Political Pollsters  Don't Live on Elections Alone,"If you're tired of all those candidate polls after the long election season, you aren't alone. So are the pollsters."
34160,2,Twins clinch AL Central title,"com. Not only did the Twins clinch their third straight American League Central title Monday night, but also did it at a bitter rival 's ballpark."
11083,1,"Darfur Rebels Say Power Deal First, Disarming Later", ABUJA (Reuters) - Rebels from Sudan's Darfur region  Thursday rejected calls to disarm or confine their fighters to  their bases before a political solution to the conflict is  found.
46137,3,Samsung to expand in chips,"SEOUL Samsung Electronics announced on Monday that it would be investing 25 trillion won in new chip production lines in the next six years, a move that it expects will create 10,000 jobs."
80515,1, 'Islamist ' held in van Gogh case,"The man suspected of killing Dutch film maker Theo van Gogh is a suspected radical Islamist with alleged terrorist links, the Dutch authorities say."
61385,2,MOTOGP NEWS Rossi feels pressure to clinch crown.,"Valentino Rossi and Sete Gibernau will go head to head in the Australian Grand Prix on Sunday, and they began the battle by dominating the first qualifying session at Phillip Island this afternoon."
94801,2,Crass interference or no flag?,"Whatever you do, don 't ask Colts coach Tony Dungy,  ' 'Are you ready for some football? ' '. Dungy lambasted ABC, the NFL and the Eagles for the cross-promotion of the network 's new hit show  ' 'Desperate Housewives "
34889,4,GAO urges better oversight for air traffic system,"Federal Aviation Administration officials need more oversight of operational systems for the air traffic control system and should do a better job of implementing process improvement methods for information technology projects, congressional auditors said "
66394,2,History on Their Side?,"It is the Yankees, not the ""cursed"" Red Sox, who have a chance for the worst October collapse in history."
42226,1,France to Punish Police for Bungled Bomb Exercise (Reuters),"Reuters - France's police minister vowed on Monday to punish officers who planted explosives in an unwitting plane passenger's luggage to test their sniffer dogs but then lost the ""bomb,"" which remains missing after a three-day hunt."
62642,2,Starters were finished early,"In a game of whose starting pitcher was worse, the Red Sox finally won something -arely. Because both Boston 's Bronson Arroyo and the Yankees ' Kevin Brown were awful last night "
104144,3,Economy grows by 6.3,"Editor 's Note: Published on page A1 of the Nov. 30, 2004 issue of the Philippine Daily Inquirer. BEATING most forecasts, the economy -- as measured by the gross domestic product (GDP), the "
7293,4,Scientists Breed a Tougher Mouse,"Through genetic engineering, scientists have bred a mouse capable of running twice as far as other mice before exhaustion. Medical researchers believe some of their findings could apply to humans. By Kristen Philipkoski."
26747,4,The Right Ear Is From Mars,"In a new study, scientists have found that the left and right ears process sound differently."
47826,2,No. 19 Michigan Defeats Indiana 35-14 (AP),AP - Michigan's Chad Henne needed one half to warm up Saturday. Then he spent the third quarter picking apart Indiana's defense.
4043,4,"Businesses: Routers, shmouters","After seeing revenue growth for five quarters in a row, waning interest in the enterprise market results in a drop."
30779,1,"Blair, Ahern press Northern Ireland rivals in talks grind (AFP)",AFP - Prime Ministers Tony Blair of Britain and Bertie Ahern of Ireland dug in with Northern Ireland's rival Catholic and Protestant parties for a second day of talks aimed at restoring the province's power-sharing government.
35501,1,Zarqawi group renews threat to kill British hostage (AFP),AFP - An Al-Qaeda linked group in Iraq holding Briton Kenneth Bigley has renewed a threat to kill him unless London meets the kidnappers' demands.
30028,4,Airespace partners with IBM on Wi-Fi service,"SEPTEMBER 16, 2004 (REUTERS) - Airespace Inc. a Silicon Valley telecommunications services start-up, won a partnership with IBM that will help Airespace grab a piece of the growing market for Wi-Fi services, the two companies said yesterday."
48971,3,Singapore Shares End Up; Hits 2004 High,"Singapore shares rose to fresh highs for the year Monday, with market sentiment buoyed by Wall Street 's broad gains on Friday, traders said."
6288,3,Unclear on overtime rules,"In a landmark overhaul of pay eligibility, the Labor Department and unions clash over how much clarity has really been attained. By JEFF HARRINGTON, Times Staff Writer."
38340,4,TV Review: NOVA - Origins (SPACE.com),"SPACE.com - Providing television viewers a solid primer on everything from the birth of the universe to the variety of life in New York City's Times Square may seem like a daunting prospect, but a new miniseries to appear on the Public Broadcasting Service (PBS) succeeds in its attempt."
72315,4,New IBM Report Will Warn of Computer Security Threats,I.BM plans to begin releasing on Monday a monthly report of threats to computer networks in an effort to establish an indicator similar to the federal government 's Homeland Security Advisory System.
50947,4,AT T looks into closing Windows,A team of researchers is evaluating how Linux and Mac OS X stack up against Windows for internal use.
55905,3,A Holiday to Buy For,"  If you haven't remembered to buy your dog his costume yet, here's something else you may have overlooked:"
60085,2,Yankees Edge Red Sox to Take Command of Series, NEW YORK (Reuters) - Jon Lieber pitched seven shutout  innings and John Olerud cracked a two-run homer as the New York  Yankees dumped the Boston Red Sox 3-1 on Wednesday to take  command of the American League championship series.
59731,4,Great Lakes to Get Asian Carp Barrier (AP),"AP - The Army Corps of Engineers will in two weeks begin building a permanent electric barrier to keep the invasive Asian carp out of the Great Lakes, officials announced Wednesday."
23770,4,Arctic Science Mission Faces Cold War-Style Hurdles (Reuters),Reuters - The early-morning splash in the Bering Strait off the Russian coast should have been bigger given the diplomatic wrangling that led up to it.
15504,2,"Greeks earn gold for holding a safe, exciting Olympics","As the Summer Olympics in Athens approached, fear and concern overwhelmed any sense of anticipation and excitement. Would terrorists use the occasion to attack civilians in such a large gathering ?"
81207,4,Apple iTunes locks out older versions,"Apple has activated previously-announced plans to close its Music Store to users of earlier versions of iTunes. The company revealed its intent last month, when iTunes users accessing the "
40821,2,ESPN in Talks to Set Up European Sports Channel, LONDON (Reuters) - Walt Disney-owned sports channel ESPN is  holding talks with broadcasters in Europe about launching a  European version of its 24-hour U.S. channel.
34169,3,Dollar Stuck as Fed Statement Awaited," TOKYO (Reuters) - The dollar stayed in tight ranges on  Tuesday as the market, widely expecting a U.S. interest rate  increase later in the day, waited for the Federal Reserve to  shed light on the future course of monetary tightening."
3172,4,Windows XP SP2 Firewall,Last week Microsoft finally released the much-anticipated Service Pack 2 (SP2) for Windows XP. This update represents a fundamental change in many aspects of Windows XP security and could reasonably be called the next release of Windows XP as much as a ...
34400,2,Beating Ryder 's cramp,"The early, brutal assessments are in, and the US Ryder Cup team 's historic loss to Europe at Oakland Hills is being compared to the US Olympic basketball Dream Team 's flop in Greece."
110818,4,REVIEW: Waterproof IPod Housing All Wet (AP),"AP - After you've joined the music revolution and plunked down  $250 for an Apple iPod mini, it's easy to become quite protective of the little gizmo."
35568,3,"Oil major eyes buybacks, $10 billion in divestments","LONDON (CBS.MW) -- Outlining an expectation for higher oil prices and increasing demand, Royal Dutch/Shell on Wednesday said it 's lifting project spending to $45 billion over the next three years."
111013,3,Tribune to stop charging for Spanish-language paper,"The Chicago-based media giant plans to turn Hoy, its Spanish-language daily, into a free newspaper in two of the three cities where it is sold, executives said Wednesday."
93660,3,IRS seeks to refund locals,PORTSMOUTH - Five former or current city residents are among the individuals the Internal Revenue Service is looking for because their income tax refund checks could not be delivered.
72784,2,Ex-NFL Receiver Mark Ingram Jailed (AP),"AP - Former Michigan State star and NFL wide receiver Mark Ingram, a key to the New York Giants' 1991 Super Bowl victory, has been sentenced to one year in jail for stealing a credit card at a Michigan golf course."
5396,3,"Sun goes down, Empire blows up","Well, I had my second date with Margot last week. It was nice. We attended a seminar on multimodal component interfaces and then went on a romantic stroll around a waste treatment facility. She says the smell of methane calms her nerves. I sure can pick em, cant I?"
92768,1,Dog lovers appeal to N.B. politicians not to restrict dogs based on breed (Canadian Press),Canadian Press - FREDERICTON (CP) - An elderly rottweiler named Clancy became a character witness for her breed on Tuesday as public debate began on proposed legislation to restrict certain kinds of dogs in New Brunswick.
98111,2,NBA Suspends Artest for Remainder of Season," NEW YORK (Sports Network) - The NBA showed no mercy on  Sunday, suspending Indiana's Ron Artest for the remainder of  the season for his part in a brawl between the Pacers and the  Detroit Pistons on Friday night."
661,2,"DiMarco, Riley Play Way Into Ryder Cup (AP)","AP - Chris DiMarco and Chris Riley faced knee-knocking pressure in the last round of the PGA Championship. And what did they get for their efforts? More of the same. DiMarco and Riley played themselves into the pressure-packed Ryder Cup with their performances Sunday in the year's final major. DiMarco finished second after a three-man, three-hole playoff and Riley was fourth  — good enough to knock Jay Haas and Steve Flesch out of the top 10 in the Ryder Cup point standings."
3083,4,Pros point to flaws in Windows security update,German security company says it found minor problems in SP2; researchers predict more critical issues will emerge.
36570,2,"Cubs 1, Pirates 0","Carlos Zambrano pitched 7 1-3 shutout innings to outduel Oliver Perez and beat Pittsburgh for the fifth straight time this season, carrying the Chicago Cubs to a tense, 1-0 victory over the Pirates on Wednesday night."
78114,1,Eight Marines killed in fighting,"A car bomb killed eight US Marines outside Fallujah on Saturday, the deadliest attack against the US military in nearly six months."
65328,3,Judge Denies Ebbers ' Bid To Move Trial,"Former WorldCom CEO Bernard J. Ebbers has been charged with conspiracy, securities fraud and making false regulatory filings in connection with a US$11 billion accounting fraud at the company, the largest in US history."
113171,2,Athletics: From Tears Of Joy To Eight Year Ban For Collins,"After her 22.31 victory in the 200 meter semi-finals at the 2003 World Indoor Championships, the first of two national records she would set in as many days, Michelle Collins was fighting back tears."
41722,1,"Bush, Kerry Pause to Trade Barbs on Iraq (AP)","AP - President Bush and rival Sen. John Kerry paused from private debate practice on Monday to accuse each other of a lack of clarity on Iraq as they campaigned in ""must win"" states for each  — the Republican incumbent in Ohio and his Democratic challenger in Wisconsin."
30802,4,Fertility Clinics Vary on Embryo Disposal Techniques,By DAVID B. CARUSO    PHILADELPHIA (AP) -- The nation's fertility clinics vary widely when it comes to how they perform one of the most delicate aspects of their jobs: disposing of unused frozen human embryos that were created to help infertile women become pregnant...
79242,4,Macromedia Goes After eBay Sellers With Contribute 3,Macromedia made a play for eBay sellers Monday by debuting a custom version of its Contribute 3 Web content publishing application that 's designed to speed the creation and upkeep of eBay Stores.
36590,1,Lebanon arrests 2 leaders,BEIRUT Lebanon said Wednesday it had arrested 10 members of a Qaeda-linked group planning to blow up the Italian Embassy in Beirut using a car packed with 300 kilograms of the explosive TNT.
94590,2,Irish women roll by Duke,"Jacqueline Batteast scored 17 points, including 10 during a decisive three-minute run in the second half, to lead No. 11 Notre Dame to a 76-65 victory over No. 6 Duke in the Women's NIT semifinal last night in South Bend, Ind."
72307,3,Steel magnate Mittal gets 1.1bn merger bonus,"LAKSHMI Mittal, the billionaire steel magnate who was controversially aided by Tony Blair after donating 125,000 to the Labour party in 2001, is performing a double merger to create the world 's largest steelmaker by output."
71232,1,Is the End Nigh for Opel?,"As restructuring talks continue, Opel 's works council and US parent company General Motors are considering a possible merger of GM 's European subsidiaries."
55779,2,Randall Rallies Tigers,"Marcus Randall comes off the bench to throw two touchdown passes, including a 10-yarder with 27 seconds to play, to help No. 24 LSU upset No. 12 Florida, 24-21, on Saturday night."
53905,2,The Red Sox Are Passing Baseball's Chemistry Test,"As Boston aims for a first-round playoff sweep over the Anaheim Angels on Friday at Fenway Park, the Red Sox are positively giddy."
38878,3,IBC seeks to rise again through bankruptcy,"As CEO and chairman, James Elsesser kept looking for a way to make Interstate Bakeries Corp. as solid as its brand names. Inheriting a company with aging factories and slow reflexes that for decades "
93941,4,SBC switches on Microsoft in major IPTV deal,"Microsoft has turned the channel on its slow-moving television software business by winning a key contract for its new Internet-based TV platform from SBC Communications.<p>ADVERTISEMENT</p><p><img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/solaris;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/><a href=""http://ad.doubleclick.net/clk;12204780;10550054;n?http://ad.doubleclick.net/clk;12165994;10522295;g?http://www.sun.com/solaris10"">Solaris 10(TM) OS: Position your business ten moves ahead.</a><br/>Solaris 10 OS has arrived and provides even more reasons for the world's most demanding businesses to operate on this, the leading UNIX platform.\Like the fact you can run Linux and Solaris applications side-by-side and run the same OS on SPARC(R),\AMD Opteron(TM), and Intel processor-based systems.\Discover more reasons and how Solaris 10 OS can move your business ahead today.</p>"
11741,3,HP moving deeper into consumer electronics arena,Personal computer giant Hewlett-Packard is stepping deeper than ever into the consumer electronics arena with its fall product lineup -o don 't be surprised if you hear 
26906,3,"Before-the-Bell: Taser, Oracle Rise"," NEW YORK (Reuters) - Taser International Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TASR.O target=/stocks/quickinfo/fullquote"">TASR.O</A>  shares were up more than 6 percent in premarket trading on  Tuesday after the stun gun maker said it had received orders  totaling more than $1 million."
5607,4,Online Satirists Pull No Punches on U.S. Election (Reuters),"Reuters - Some are born to rule, others to ridicule, is a worthy reminder to U.S presidential hopefuls struck by an endless arsenal of satirical barbs on the Web."
61596,4,Web Safety Group Launches Anti-Spyware Campaign,"A prominent Internet safety organization and leading computer-maker Dell Inc. launched a campaign Friday to help consumers fend off ""spyware,"" software that can cause sluggish computer performance or popup ads and secretly monitor the activities of Internet users."
31512,2,Cal has blueprint for victory,"Given the chance to give himself a pat on the back, Cal offensive tackle Ryan O 'Callaghan veered in another direction, choosing a route that lends insight into the why this "
52713,1,40 Sunnis Killed In Twin Pak Bomb Blast,"Islamabad, Oct. 7 (NNN): At least 40 people were killed and over 100 injured when twin bomb blasts went off in a Sunni Muslim gathering in Pakistans Multan city on early Thursday morning."
5181,4,NASA Recruits Stunt Pilots To Catch Sun Capsule,"NASA has enlisted the aid of Hollywood stunt pilots to retrieve a space capsule as it falls to Earth. The Genesis probe has collected tiny particles of the sun -- a stream of charged atoms known as  ""solar wind "" -- from a region located about ..."
27759,1,U.S. softens oil sanctions threat against Sudan in revised UN resolution (Canadian Press),Canadian Press - UNITED NATIONS (AP) - The United States softened its threat of oil sanctions against Sudan on Tuesday to try to get Security Council approval for a resolution pressuring Khartoum to rein in Arab militias accused of attacking civilians in western Darfur.
76468,4,Wiki startup JotSpot draws crowd for product beta,A Silicon Valley startup aiming to catapult wikis into the mainstream and transform the editable Web sites into an application development platform has attracted a flood of interest for its product beta.
